canonical_book_id,title,author,isbn,pages,publication_year,description,cover_url,openlibrary_work_id,openlibrary_edition_id,identity_method,identity_confidence,subjects,subject_people,subject_places,subject_times
book_e4c097cb7156a269,"Night Stalker (Branwyn Blood: The Exiled Fae of Texas, #0.5)",L.B. Carter,,,"Fri, 03 Apr 2026 00:15:01 -0700","From Underhill to Hill Country... exiled fae hunt for vengeance.<br /><br />A failed mission. A chance for redemption. A shamed half-breed Fae seeks to recover all she lost.<br /><br />My name is—well, I shouldn’t tell you; there’s power in knowing an Elf’s name. And Uncle just used mine to send me on a dangerous mission for the king... alone. <br /> <br />He’s hoping I won’t return, neatly eliminating the family’s shame. I’ve been trying to compensate for being half Pwca my whole life. Now, it’s time to embrace it.<br /><br />I’m not the only one after the child. But the prize my foe covets will be mine. I will get my redemption and my revenge.<br /> <br />I refuse to lose what little I have left.<br /> <br />– – –<br /><br />Night Stalker is the origin story of the Branwyn Blood: The Exiled Fae of Texas series by award-winning, internationally bestselling author L.B. Carter, which intertwines Welsh/Celtic lore, supernatural crime mystery, and mercenary action in a noir urban fantasy with antiheroes, gray villains, and diverse characters.<br /><br />THIS NOVELLA IS A GIFT FOR SUBSCRIBERS TO L.B. CARTER'S NEWSLETTER.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650686600l/60864841._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_4047d748110b00ae,"Shadow Keeper (Branwyn Blood: The Exiled Fae of Texas, #2)",L.B. Carter,,237.0,"Fri, 03 Apr 2026 00:15:00 -0700","From Underhill to Hill Country… exiled fae hoard for protection.<br /><br />BOUND TO SERVE. LEFT IN THE DARK. WITH DRAGONS THREATENING TO RESTART WAR, WHAT CAN AN IGNORANT BROWNIE DO TO KEEP PEACE?<br /><br />I thought I could relax once I figured out the loophole in my debilitating genetic condition to serve anyone who asks for delegation. Just call me middle management of human needs.<br /><br />But when Tylwyth Teg start calling in favors as well, there’s no skirting fae bargains. And it turns out there are a lot more of us hidden in Texas than I knew. If I can maintain our secrecy in this realm, my elf stalker won’t drag me to Underhill or report back to her leaders that the exiled community is a threat.<br /><br />After a schism among the dragons brings an ancient revolt back into the light, the flames of unrest lick at the peace treaty--with me in the midst of the fire fight. I may have to forgive Rhydian for keeping me ignorant of the truth. Some burning secrets are better left in the shadows.<br /><br /><br />___<br />Shadow Keeper is the second full-length novel of the Branwyn Blood: The Exiled Fae of Texas series by award-winning, internationally bestselling author L.B. Carter, which intertwines Welsh/Celtic lore, supernatural crime mystery, and mercenary action in a noir urban fantasy with antiheroes, gray villains, and diverse characters.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1713810255l/212000698._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_627e3599c6049c4e,"The Quick Dead Fox (Loan Soul, #0.5)",L.B. Carter,,,"Fri, 03 Apr 2026 00:14:59 -0700","The quick dead fox jumps right over the grave, but he's not the one who needs to be laid to rest before Hell breaks loose...<br /><br />Darcie Rose is used to unusual summons back to Earth from Hell. But this time, she’s not the only dead not resting peacefully.<br /><br />When a bet lands Darcie in the middle of a graveyard mystery, it’s up to her and her loyal-beyond-death pet to unearth the truth. But a zombie celebrity and a reanimated taxidermy fox in LA draw as much attention as the missing bodies.<br /><br />They’re hens in a fox-den.<br /><br />Can they fix the error before they garner their own attention? And will Luci be the first to notice, damning her further into the lower circles of Hell?<br /><br />*The Quick Dead Fox is a free short story in the dark supernatural urban fantasy Loan Soul series available by subscribing to L.B. Carter’s newsletter. Chronologically, it takes place after Four Poor Souls but can be read as a standalone. Read the full comically hellacious mistrials of Darcie Rose and her undead fox via the book links at LBCarter.com.*",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581566398l/51215437._SX318_.jpg,,,title_author,medium,[],[],[],[]
book_89aefc9e6d88ceb2,Deadly Earth Omnibus,L.B. Carter,,722.0,"Fri, 03 Apr 2026 00:14:57 -0700","The Earth has turned on its inhabitants. Humanity is threatened. Storms, wildfires, droughts; our home planet has become the enemy. But a mysterious teen might hold the key to survival... if she herself can survive a tug-of-war between activists, scientists, and the government. Or can they come together to save the world crumbling around them?<br /><br />Journey into the complete internationally bestselling, award-winning upper YA Deadly Earth Omnibus with over 1000 pages featuring 3 full-length novels PLUS a brand-new, exclusive novella!<br /><br />BOOK 1 – HOPE DROWNED: The waters of chaos are rising. It's time to sink or swim.<br />BOOK 2 – TRUST BURNED: As the fire of fear spreads, some want to watch the world burn.<br />BOOK 3 – LOVE DESERTED: In the arid wasteland of distrust, only the strong survive.<br />NOVELLA – CALM THAWED: With the release of toxins, it's a fight for a breath of fresh air.<br /><br />Fans of the Maze Runner, the Hunger Games, and the movies The Day After Tomorrow and 2012 will get sucked into the gripping trilogy reviewers call unique and refreshing with dynamic characters, a smattering of romance, and twists and turns of edge-of-your-seat action, mystery and danger!<br /><br />""Refreshingly different from the usual YA/NA plotlines and very cleverly put together"" -Award-winning author C.L. Monaghan<br /><br />""A riveting YA story woven with important topics, mystery, action-packed moments, and endearing characters."" -Reader's Favorite (5 STARS)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588895045l/53346986._SX318_.jpg,,,title_author,medium,[],[],[],[]
book_3ab79b0f52845be3,Fish(y) out of Water,L.B. Carter,,378.0,"Fri, 03 Apr 2026 00:14:55 -0700","Suzanna Kane's move to big-city Boston was the only part of Plan: Adult Life that might have been the first failure a bottle of wine couldn't fix. The only thing unpacked in Zanna's first post-university, parent-free apartment was her pet fish. And it was dead.<br /><br />...As was the body she stumbled over later that night.<br /><br />These feel like omens for something fishier when an anonymous sender starts emailing a chapter a day of a serial murder plot that all too coincidentally seems to mirror her own life, blurring reality and fiction and threatening to leave her belly up in the Charles River no matter how many pets she replaces to appease Karma.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548428879l/43703353._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_808547d1138962e5,Love Deserted (Climatic Climacteric Trilogy #3),L.B. Carter,,265.0,"Fri, 03 Apr 2026 00:14:55 -0700","In the arid wasteland of distrust, only the strong survive.<br /><br />After a genetic trade, Valerie Acton is able to convince even her own brother that she is actually superhuman creator Jennifer Tate. Having achieved her goal, she can head back to her role as Natural Disaster Management Director, unless the man who dated the real Jennifer Tate blows her cover.<br /><br />When he offered to remain behind in an arid wasteland to give his brother a chance to escape, Reed Stanley, didn’t expect to enjoy his sentence. But retaining his training as a bodyguard  to keep her alive is hard once he knows her secret... and the role she played in Jen's death.<br /><br />Trapped with what feels like the last man on Earth in the midst of a drought, Val must table her independent streak and reevaluate her plans to save her people. Reed, stuck protecting a gorgeous woman, must guard his damaged heart to focus on getting home. Not the type to sit on their rears, they edge toward murder as heating tempers turn flirtatious banter into dangerous games.<br /><br />That is if nature doesn't hunt them down before their rescue team does. Can they escape destruction and unite the world against the real enemy or will the Earth — and their tension — fry them first? <br /><br />***Fans of the Maze Runner, the Hunger Games, and the movies The Day After Tomorrow and 2012 will get sucked into the gripping trilogy reviewers call unique and refreshing with dynamic characters, a smattering of romance, and twists and turns of edge-of-your-seat action, mystery and danger!***<br /><br />Grab the highly anticipated final book in the internationally bestselling, award-winning disaster dystopian trilogy, called ""refreshing"" and ""unique""! (An upper YA/NA with some sexual references and swearing.)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588894963l/53346983.jpg,,,title_author,medium,[],[],[],[]
book_5dd7b27401165f4d,Trust Burned (Climatic Climacteric Trilogy #2),L.B. Carter,,275.0,"Fri, 03 Apr 2026 00:14:53 -0700","As the fire of fear spreads, some want to watch the world burn.<br /><br />Henley Bickford earned a scholarship to a prestigious university after building her own bionic hand. Consumed by the fire to save people with her inventions, she works in the engineering sector of a high-tech lab, until she learns the ""termination"" clause in her robotics project contract is a literal one.<br /> <br />An ally on the outside warns Ace ""Buster"" Acton it's time to drop his covert task of stealing university research for the government. His new goal: extract a genetic mutant and the scientist who made her. <br />​<br />It’s not in Ace's nature to leave others behind — they could be an asset in a successful escape — while Henley, burned by betrayal, has no choice but to take ""the Bus'"" hand and run. With enemies blazing hot on their tail, they must collaborate with a competing team vying for their stolen goods if they hope to save countless lives... including their own. <br />​<br />Outrunning the brightest minds in the country won’t be easy. Can the growing band of misfits work together to warn the world of the billowing clouds of death closing in or will they be silenced by their own inventions?<br /><br /><br />***Fans of the Maze Runner, the Hunger Games, and the movies The Day After Tomorrow and 2012 will get sucked into the gripping trilogy reviewers call unique and refreshing with dynamic characters, a smattering of romance, and twists and turns of edge-of-your-seat action, mystery and danger!***<br /><br />Grab book 2 in the internationally bestselling, award-winning disaster dystopian trilogy, called ""refreshing"" and ""unique""! (An upper YA/NA with some sexual references and swearing.)",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588894917l/53346982.jpg,,,title_author,medium,[],[],[],[]
book_52f867c1ef4db8fb,"Four Poor Souls (Loan Souls, #4)",L.B. Carter,,236.0,"Fri, 03 Apr 2026 00:14:52 -0700","Larkynn Bern had prepared for death. Instead, life won’t let her go.<br /><br />A painful death was inevitable as cancer ravaged Larkynn’s body, but the reaper’s pull came much sooner than expected. And it toyed with her. After a near-death fall that did kill her best friend, her mind dragged her to the bowels of Hell. Locked in a psych ward, she hallucinated demons, zombies, and her deceased friend. <br /><br />She should have joined them, but Larkynn slipped right through the reaper's fingers.<br /><br />Larkynn's soul has gone missing from Hell, and it's up to a plucky cast of souls to find her without the living becoming aware. Can Larkynn escape with their help? When it comes to saving her soul or several others, will she decide to kill or remain in limbo? <br /><br />From Internationally Bestselling author L.B. Carter comes book four in the Loan Soul Series, the popular dark paranormal fantasy with a sardonic twist!",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585271492l/52727762._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_4142a69f0f10b15e,"Shifters Cliff (The Fox and the Howl, #3)",L.B. Carter,,258.0,"Fri, 03 Apr 2026 00:14:48 -0700","It's the witches' turn to hunt.<br /><br />Once the Mills Pack fell apart, I hoped I might finally be safe to live a normal life — as normal as possible for a woman who used to turn into a fox. Daft of me.​<br /><br />When Aunt Ellen's former coven sister revealed magic to the humans of Bristol, she turned me into a threat. And I know first-hand that when threatened, an animal will do one of two things: cower or fight.<br /><br />I don't know whether the witches or the humans will dominate, but I do know one thing: the hunt no longer belongs to the wolf-shifters.<br /><br />In a twist, it's Cooper who may know a way that I can finally build a life for myself... for us. Without anyone else dying. I have enough spirits haunting me.<br /><br />***This is the magical conclusion to the haunting trilogy by award-winning internationally bestselling author L.B. Carter. Find out how Dot and Cooper tackle an ancient feud of shifters and witches — with a furry little fox tossed in the middle — in this mix of haunting urban fantasy and M/F star-crossed friends-to-enemies-to-lovers paranormal romance, perfect for fans of Deborah Harkness, Anne Bishop, and Christine Feehan.***",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621060367l/57879917._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_76cf75b5c72cff31,"Three Broke Souls (Loan Soul, #3)",L.B. Carter,,308.0,"Fri, 03 Apr 2026 00:14:40 -0700","Darcie Rose thought a promotion would improve Hell. Instead she’s become the Devil’s henchman.<br /><br />A year since she started working for the Devil’s Deals Souls On Loan Exchange program, Darcie Rose has been promoted to demon. But the perk of portal-controlling powers doesn’t overshadow the cold-hearted task of her next mission: “Handle” all the taxidermied animals that she accidentally reanimated in order to restore Earth to its natural order.<br /><br />That isn’t the only cloud on her parade.<br /><br />Someone is collecting the scattered zombie animals before she can. Darcie has to call on those she ditched in Hell to solve this case, even her its-complicated ex-fiance, her it’s-more-complicated ex-best friend, and her it’s-most-complicated former jerk of a demon partner.<br /><br />Can they work together to find all the animals? Can Darcie convince herself to return her furry sidekick fox and lizard to the grave? Or will humanity be exposed to the horrors of Hell and the possessed among them, a failure Lucifer will definitely punish with more than just a demotion?<br /><br />From Internationally Bestselling author L.B. Carter comes book three in the Loan Soul Series, a dark supernatural urban fantasy with a sardonic twist!",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573174581l/48682472._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_104094744d52340e,"Witches Bridge (The Fox and the Howl, #2)",L.B. Carter,,282.0,"Fri, 03 Apr 2026 00:14:39 -0700","Burned bridges have a habit of biting you in the tail.<br /><br />When Cooper chose his wolf-shifter pack over me, he crushed my little fox-shifter heart. With my own identity in turmoil, he'd been the one constant... and we'd been becoming more than secret friends.<br /><br />Now, I have no choice but to lean on the witches who've risen from the graves to join the ancient fight. But their motivation for helping me are far from noble.<br /><br />With Coop's allegiance in question, I don't know if I have the will to sacrifice him. After all, if the witches turn me into a deadly weapon against the new alpha,<br />I won't come out alive.<br /><br />If only what's dead and gone would stay that way.<br /><br /><br />This is the second book in a haunting urban fantasy and m/f star-crossed friends-to-enemies-to-lovers paranormal romance. Get twisted up in an ancient feud of shifters and witches — with a furry little fox tossed in the middle. Perfect for fans of Deborah Harkness, Anne Bishop, and Christine Feehan.<br />One-click to continue the story or start with book one, Wolves Wood.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1608601473l/56375983._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_2e4ee8b8f6cbc934,"Body Snatcher (Branwyn Blood: The Exiled Fae of Texas, #1)",L.B. Carter,,,"Fri, 03 Apr 2026 00:14:38 -0700","From Underhill to Hill Country... exiled fae hide from oppression.<br /><br />DRIVEN TO HELP. COMPELLED TO HURT. IT FALLS TO AN OVERWORKED BROWNIE TO KEEP FAE DARKNESS IN CHECK.<br /><br />As a Brownie hidden in plain sight, one magic word uttered in my presence—even without my hearing aid—hijacks my autonomy and contorts me into a subservient Samaritan: help. <br /><br />When a child goes missing and bodies turn up around Austin, I'm compelled to hunt. The culprit had better pray I find them before the deadlier Fae exiled to Hill Country exterminate the threat using claws and teeth. <br /><br />But as I close in on the killer, I begin to fear my obedient nature could be used against me. Will the twisted agenda of a vengeful mind turn me into the villain? <br /><br /><br />–––<br />Body Snatcher is the first full-length novel of the Branwyn Blood: The Exiled Fae of Texas series by award-winning, internationally bestselling author L.B. Carter, which intertwines Welsh/Celtic lore, supernatural crime mystery, and mercenary action in a noir urban fantasy with antiheroes, gray villains, and diverse characters.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1709424223l/61648888._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_f746275f4002cbe7,Hope Drowned (Climatic Climacteric Trilogy #1),L.B. Carter,,263.0,"Fri, 03 Apr 2026 00:14:37 -0700","The waters of chaos are rising. It’s time to sink or swim.<br /><br />Sirena hasn’t spoken since the day she was found waterlogged on a riverbank. Her lips are sealed around a lone, horrific memory of her holding her father underwater and saying goodbye with a life-ending kiss. Now, Rena is treading water to fit in to a world in which she doesn’t belong. When a bully begins tormenting her, she fears it’s his life at stake.<br /><br />Misreading the situation, mysterious new student, Norton, comes to Sirena’s defense, as if she’s the one that needs help navigating shark invested waters. Seeking clues about a fateful car accident, he believes she's a treasure chest he needs to pry open. But high school is more difficult than the home schooled undercover investigator anticipated.<br /><br />When they discover links between her past and his missing friend, Nor and Rena fear foul play. The murky waters the past are churning in this small coastal town, dredging up dangerous truths that could put Rena’s life under a microscope and Norton in the line of fire.<br /><br />Storms are rolling in from all sides, threatening family and friends. Can Nor find a way to keep them from drowning or will those antagonizing Rena be caught in a maelstrom of her defensive fury?",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588894855l/53346979._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_7de3fdad0a526b4d,"Two Sold Mates (Loan Soul, #2)",L.B. Carter,,319.0,"Fri, 03 Apr 2026 00:14:35 -0700","Darcie Rose thought she had escaped Hell. Instead it followed her to Earth.<br /><br />When she died, Darcie Rose did all she could to return to the land of the living, including signing on to Lucifer’s loan program as a substitute soul. Now she's stuck on Earth, dragged there by the very man who caused her death. She’s desperate to return to the Overworld to avoid adding to her sentence of damnation. That’s not an easy feat, even for Luci’s best employee. Especially since Darcie’s new partner is an apathetic demon whose ignorance of the living threatens to expose them … and he’s wearing her former fiancé’s body. To dig her grave even deeper, her sidekicks are a one-eyed, undead fox and a zombie lizard.<br /><br />She’s a doubly dead girl walking … unless she can get her ducks on the road. <br /><br />Can Darcie break the ties that trap her in innocent casings on Earth, including the best friend who betrayed her? Can she convince the Devil’s henchman — and her broken, unbeating heart — to forgive a mistake made in the name of love?<br /><br />From internationally bestselling, award-winning author L.B. Carter comes the highly anticipated second book in the 5-STAR Loan Soul series, a dark supernatural urban fantasy with a sardonic twist.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567120641l/52775019._SX318_SY475_.jpg,,,title_author,medium,[],[],[],[]
book_2e6676f21f00a473,"Grave Notice (Harbingers of Death, #3)",L.B. Carter,,230.0,"Fri, 03 Apr 2026 00:14:35 -0700","I saved my mother but damned myself.<br /><br />With the supernatural ability to foretell death, I expected to keep deadly company. But I never anticipated being prisoner to a horde of immortality-seeking undead. I was finally accepted by the HDPU — then I went and traded my freedom for my mother’s. Now, it’s my turn to endure abuse at the hands of the vampires who want my prophetic powers.<br /><br />But I’m still being hunted. Turns out not all vampires are on board with having a pet banshee on the leash, and some still want me silenced... for good. Time to kill two vamps with one stone — er, scream. With my mom aiding Seke and the team, we can show these fangers just what the last two banshees can do.<br /><br />Hopefully, I can complete my self-appointed mission before someone succeeds at putting me in an early grave.<br /><br /><br /><br />***For fans of Dannika Dark, Jennifer L. Armentrout, and Burn Notice comes a gritty NA tale of self-discovery, mysterious pasts, and slow-burn romance with snarky shifters, gorgeous Egyptian gods, and quirky creatures of Greek and Celtic mythology.***",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615234379l/57352738._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_f3487a59f28b7cda,"Fatal Sight (Harbingers of Death, #2)",L.B. Carter,,335.0,"Fri, 03 Apr 2026 00:14:33 -0700","I am a banshee, and a Harbinger of Death. No matter how much I try to escape both.<br /><br />On my first real assignment after weeks of training with the Harbingers of Death Prison Unit, the plan goes wrong. Deadly wrong. And it's my fault.<br /><br />My haunting guilt and my new team’s hostility are enough to turn me away. I hoped Seke would fight for me, give me a reason to stay, but he sends me packing. So, I try a few new teams... until I want to scream.<br /><br />Time to head out on my own and hunt down the being who can rebind the deathly powers that only bring me trouble. But it turns out I’m not the only one doing the hunting, and suddenly, my mysterious past is running me down.<br /><br />Can banshees announce their own death? I have a lot to learn. Fast.<br /><br /><br />***For fans of Dannika Dark, Jennifer L. Armentrout, and Burn Notice comes a gritty NA tale of self-discovery, mysterious pasts, and slow-burn romance with snarky shifters, gorgeous Egyptian gods, and quirky creatures of Greek and Celtic mythology.***",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1599268807l/55234156._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_91c0d7acf2923eee,"Wolves Wood (The Fox and the Howl, #1)",L.B. Carter,,264.0,"Fri, 03 Apr 2026 00:14:33 -0700","An ancient feud. Secret magic. Forbidden romance. Death puts a stop to all... or is it the cause?<br /><br />I’m an “abomination” — Dot Pearson, the fox-shifter fueled by black magic — and, as such, banned from Wolves Wood. In turn, the Mills Pack wolf-shifters avoid the city… except my best friend, Cooper Mills, who’s not one for following rules.<br /><br />When we stumble on a dead wolf during one of his secret visits, I'm blamed, and my status tanks from threatened to endangered.<br /><br />Now, I have a 72-hour mourning period to find the true killer before the alpha begins the fox hunt. And unless he reveals our tryst to confirm my alibi and risks his life too, Coop must join the chase.<br /><br />With strangers drifting into Bristol on the autumn breeze and the dead whispering from the grave, exhuming hidden truths about my power, I don’t know who to trust. Forget passing my first year at uni — which side will I choose: the dark family who lied to me, or the caring guy whose father wants me dead?<br /><br />***Prepare for an ancient feud of shifters and witches — with a furry little fox tossed in the middle — in this mix of haunting urban fantasy and m/f star-crossed friends-to-enemies-to-lovers paranormal romance, perfect for fans of Deborah Harkness, Anne Bishop, and Christine Feehan.***",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601954704l/55576803._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_ed1b052cf6d75401,"Mortal Scream (Harbingers of Death, #1)",L.B. Carter,,240.0,"Fri, 03 Apr 2026 00:14:31 -0700","Don't get caught. It's the most important lesson... and I failed.<br /><br />Living life on the move and under the radar, you'd think I'd know not to scream when witnessing a murder. It should be a no-brainer, but my mouth didn't get the memo, drawing the cops to the wrong conclusion: me. <br /><br />And the deaths don't stop there.<br /><br />When I foresee the demise of one of the officers, my open trap catches the attention of one of the scariest gangs in the whole prison. But they're not concerned with me -- they want the guard.<br /><br />They say they're a supernatural team tasked with overseeing the mortal sentence of convicted criminals... and apparently, I'm just like them. A Harbinger of Death.<br /><br />I thought getting locked up was the worst my life could get. Lesson learned.<br /><br /><br /><br />***For fans of Dannika Dark, Jennifer L. Armentrout, and Burn Notice comes a gritty NA tale of self-discovery, mysterious pasts, and slow-burn romance with snarky shifters, gorgeous Egyptian gods, and quirky creatures of Greek and Celtic mythology.***",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1594133841l/54430946._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_1d82ce1d3113c812,On Thin Ice,Olivia   Belle,,320.0,"Tue, 31 Mar 2026 12:25:06 -0700","An actor hoping to fix his bad-boy reputation and a professional figure skater determined to win an ice-skating show begrudgingly team up in this sizzling, grumpy/sunshine romance.<br /><br />Luca Vasvault thought he was finished with show business. A former child star now labeled the disgraced has-been of Hollywood, he moved to the UK to care for his dying mother. Until an opportunity surfaces that Luca can’t resist—the leading role in a remake of his mother’s favorite film. The catch? He needs to straighten out his image first.<br /><br />His agent has the perfect plan to win the public's vote: sign Luca up for Stars on Ice, a figure skating competition where celebrities are paired with professionals. To give him his best shot at redemption, Luca's partnered with the show’s sweetheart, Matilda Stevens, a woman known for her unwavering composure, whistle-clean record, and winning smile. <br /><br />Competitive figure skating was always Matilda’s mother’s passion, not hers. Secretly, she hates the show, and the last thing she needs is to spend sixteen weeks with Hollywood’s most notorious bad boy. Especially when Luca seems determined to make her life miserable with his surly looks and annoyingly handsome-even-when-scowling face. But victory comes with prize money that will let Matilda quit Stars on Ice once and for all.<br /><br />With everything on the line, the two strike a deal: They will cast their differences aside and put on the showmance of a lifetime, both on and off the ice. After all, they're both performers for a living. How hard can it be?",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1751942781l/238180480._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_1c6ebfe79606f8f2,Spark: The Revolutionary New Science of Exercise and the Brain,John J. Ratey,,305.0,"Sun, 22 Mar 2026 09:38:20 -0700","A groundbreaking and fascinating investigation into the transformative effects of exercise on the brain, from the bestselling author and renowned psychiatrist John J. Ratey, MD.<br /><br />Did you know you can beat stress, lift your mood, fight memory loss, sharpen your intellect, and function better than ever simply by elevating your heart rate and breaking a sweat? The evidence is incontrovertible: Aerobic exercise physically remodels our brains for peak performance.<br /><br />In Spark, John J. Ratey, M.D., embarks upon a fascinating and entertaining journey through the mind-body connection, presenting startling research to prove that exercise is truly our best defense against everything from depression to ADD to addiction to aggression to menopause to Alzheimer's.<br /><br />Filled with amazing case studies (such as the revolutionary fitness program in Naperville, Illinois, which has put this school district of 19,000 kids first in the world of science test scores), Spark is the first book to explore comprehensively the connection between exercise and the brain. It will change forever the way you think about your morning run -- -or, for that matter, simply the way you think.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588774057l/8126136._SY475_.jpg,,,title_author,medium,[],[],[],[]
book_f760e436b034cea3,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,,465.0,"Sun, 22 Mar 2026 09:36:06 -0700","<b>A pioneering researcher and one of the world’s foremost experts on traumatic stress offers a bold new paradigm for healing</b><br /><br /> <br /><br /> Trauma is a fact of life. Veterans and their families deal with the painful aftermath of combat; one in five Americans has been molested; one in four grew up with alcoholics; one in three couples have engaged in physical violence. Such experiences inevitably leave traces on minds, emotions, and even on biology. Sadly, trauma sufferers frequently pass on their stress to their partners and children.<br /><br /> <br /><br /> Renowned trauma expert Bessel van der Kolk has spent over three decades working with survivors. In <i>The Body Keeps the Score</i>, he transforms our understanding of traumatic stress, revealing how it literally rearranges the brain’s wiring—specifically areas dedicated to pleasure, engagement, control, and trust. He shows how these areas can be reactivated through innovative treatments including neurofeedback, mindfulness techniques, play, yoga, and other therapies. Based on Dr. van der Kolk’s own research and that of other leading specialists, <i>The Body Keeps the Score </i>offers proven alternatives to drugs and talk therapy—and a way to reclaim lives. <br />",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400724142l/22268254.jpg,,,title_author,medium,[],[],[],[]
book_f55db5a147b233a8,The Squat Bible: The Ultimate Guide to Mastering the Squat and Finding Your True Strength,Aaron Horschig,,210.0,"Sun, 22 Mar 2026 09:32:34 -0700","As a physical therapist, coach, and certified strength and conditioning specialist, Dr. Aaron Horschig began to notice the same patterns in athletes over and over. Many of them seemed to pushed themselves as athletes in the same ways they push themselves out in the real world.<br /><br />Living in a performance-based society, Dr. Horschig saw many athletes who seemed to not only want to be bigger and stronger but to get there faster. This mentality ultimately led to injuries and setbacks, preventing athletes from reaching their full potential.<br /><br />Now, after developing unique and easy-to-use techniques on how to train and move well, Dr. Horschig shares his invaluable insights with readers in The Squat The Ultimate Guide to Mastering the Squat and Finding Your True Strength.<br /><br />This detailed plan enables you to unearth the various weak spots within your body—the areas that leave you in pain and hinder your ability to perform—and completely change your approach to athleticism. Discover new strength, new power, and astounding potential you never knew you possessed.<br /><br />As the founder of SquatUniversity.com, Dr. Horschig knows that when you transform the way you work out, you transform your body—and your life.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492114573l/34853155._SX318_.jpg,,,title_author,medium,[],[],[],[]
book_40c5d6341fb3eed3,What You Are Looking for is in the Library,Michiko Aoyama,,223.0,"Sun, 22 Mar 2026 09:29:34 -0700","<b>For fans of <i>Before the Coffee Gets Cold</i>, a charming, internationally bestselling Japanese novel about how the perfect book recommendation can change a readers’ life.</b><br /><br /><i>What are you looking for?</i> So asks Tokyo’s most enigmatic librarian. For Sayuri Komachi is able to sense exactly what each visitor to her library is searching for and provide just the book recommendation to help them find it.<br /><br />A restless retail assistant looks to gain new skills, a mother tries to overcome demotion at work after maternity leave, a conscientious accountant yearns to open an antique store, a recently retired salaryman searches for newfound purpose.<br /><br />In Komachi’s unique book recommendations they will find just what they need to achieve their dreams. <i>What You Are Looking For Is in the Library</i> is about the magic of libraries and the discovery of connection. This inspirational tale shows how, by listening to our hearts, seizing opportunity and reaching out, we too can fulfill our lifelong dreams. Which book will you recommend?",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1686309635l/123191812.jpg,,,title_author,medium,[],[],[],[]
